station_name,address,city,fuel_type,price
CIRCLE K SLOKA,,,petrol_95,1.814
CIRCLE K KRIMULDA,,,petrol_95,1.814
CIRCLE K TĪNŪŽI,,,petrol_95,1.814
CIRCLE K KAĻĶU,,,petrol_95,1.814
CIRCLE K ULMANIS 1,,,petrol_98,1.884
CIRCLE K LIEPĀJA 1,,,petrol_98,1.884
CIRCLE K ZIEPNIEKKALNS,,,petrol_98,1.884
CIRCLE K ULMANIS 2,,,petrol_98,1.884
CIRCLE K IMANTA,,,petrol_98,1.884
CIRCLE K VENTSPILS,,,petrol_98,1.884
CIRCLE K PĻAVNIEKI 1,,,petrol_98,1.884
CIRCLE K JUGLA,,,petrol_98,1.884
CIRCLE K PURVCIEMS,,,petrol_98,1.884
CIRCLE K DAUGAVPILS 1,,,petrol_98,1.884
CIRCLE K VIENĪBAS GATVE,,,petrol_98,1.884
CIRCLE K MEŽCIEMS,,,petrol_98,1.884
CIRCLE K JŪRMALA,,,petrol_98,1.884
CIRCLE K VALMIERA 1,,,petrol_98,1.884
CIRCLE K VALMIERA 2,,,petrol_98,1.884
CIRCLE K RĒZEKNE,,,petrol_98,1.884
CIRCLE K KRASTA 2,,,petrol_98,1.884
CIRCLE K EKSPORTA,,,petrol_98,1.884
CIRCLE K ĶENGARAGS,,,petrol_98,1.884
CIRCLE K DAUGAVPILS 2,,,petrol_98,1.884
CIRCLE K PĒRNAVAS,,,petrol_98,1.884
CIRCLE K TEIKA,,,petrol_98,1.884
CIRCLE K SARKANDAUGAVA,,,petrol_98,1.884
CIRCLE K KURBADA,,,petrol_98,1.884
CIRCLE K DEGLAVA,,,petrol_98,1.884
CIRCLE K MADONA,,,petrol_98,1.884
CIRCLE K LIEPĀJA 2,,,petrol_98,1.884
CIRCLE K TUKUMS,,,petrol_98,1.884
CIRCLE K IĻĢUCIEMS,,,petrol_98,1.884
CIRCLE K KANDAVA,,,petrol_98,1.884
CIRCLE K KULDĪGA,,,petrol_98,1.884
CIRCLE K KALNCIEMS,,,petrol_98,1.884
CIRCLE K VALDEMĀRA,,,petrol_98,1.884
CIRCLE K MĪLGRĀVIS,,,petrol_98,1.884
CIRCLE K BAUSKA,,,petrol_98,1.884
CIRCLE K TALSI,,,petrol_98,1.884
CIRCLE K JELGAVA 1,,,petrol_98,1.884
CIRCLE K JELGAVA 2,,,petrol_98,1.884
CIRCLE K JELGAVA 3,,,petrol_98,1.884
CIRCLE K JĒKABPILS,,,petrol_98,1.884
CIRCLE K OGRE,,,petrol_98,1.884
CIRCLE K SALACGRĪVA,,,petrol_98,1.884
CIRCLE K CĒSIS,,,petrol_98,1.884
CIRCLE K GULBENE,,,petrol_98,1.884
CIRCLE K ĀDAŽI,,,petrol_98,1.884
CIRCLE K LIMBAŽI,,,petrol_98,1.884
CIRCLE K SALDUS,,,petrol_98,1.884
CIRCLE K SIGULDA,,,petrol_98,1.884
CIRCLE K SALASPILS,,,petrol_98,1.884
CIRCLE K KRUSTPILS,,,petrol_98,1.884
CIRCLE K BOTĀNIKA 2,,,petrol_98,1.884
CIRCLE K APVEDCEĻŠ,,,petrol_98,1.884
CIRCLE K MĀRUPE,,,petrol_98,1.884
CIRCLE K MŪKUSALA,,,petrol_98,1.884
CIRCLE K LIEPĀJA 3,,,petrol_98,1.884
CIRCLE K DUNTES,,,petrol_98,1.884
CIRCLE K DAUGAVA,,,petrol_98,1.884
CIRCLE K LIDO,,,petrol_98,1.884
CIRCLE K PĻAVNIEKI 2,,,petrol_98,1.884
CIRCLE K BERĢI,,,petrol_98,1.884
CIRCLE K DZELZAVAS,,,petrol_98,1.884
CIRCLE K VEF,,,petrol_98,1.884
CIRCLE K BOTĀNIKA,,,petrol_98,1.884
CIRCLE K BRĪVĪBAS/CĒSU,,,petrol_98,1.884
CIRCLE K BĒRZKROGS,,,petrol_98,1.884
CIRCLE K MUITAS,,,petrol_98,1.884
CIRCLE K GRENCTĀLE,,,petrol_98,1.884
CIRCLE K JELGAVA 4,,,petrol_98,1.884
CIRCLE K AUTOMĀTS SIGULDA,,,petrol_98,1.884
CIRCLE K AUTOMĀTS LATGALES,,,petrol_98,1.884
CIRCLE K AUTOMĀTS JŪRMALA,,,petrol_98,1.884
CIRCLE K PURVCIEMS 2,,,petrol_98,1.884
CIRCLE K AUTOMĀTS APE,,,petrol_98,1.884
CIRCLE K DOBELE,,,petrol_98,1.884
CIRCLE K SMILTENE,,,petrol_98,1.884
CIRCLE K LIELVĀRDE,,,petrol_98,1.884
CIRCLE K ĶEKAVA,,,petrol_98,1.884
CIRCLE K SAULKRASTI 1,,,petrol_98,1.884
CIRCLE K SAULKRASTI 2,,,petrol_98,1.884
CIRCLE K DREILIŅI,,,petrol_98,1.884
CIRCLE K DAUGMALE,,,petrol_98,1.884
CIRCLE K SLOKA,,,petrol_98,1.884
CIRCLE K KRIMULDA,,,petrol_98,1.884
CIRCLE K TĪNŪŽI,,,petrol_98,1.884
CIRCLE K KAĻĶU,,,petrol_98,1.884
CIRCLE K ULMANIS 1,,,diesel,2.134
CIRCLE K LIEPĀJA 1,,,diesel,2.134
CIRCLE K ZIEPNIEKKALNS,,,diesel,2.134
CIRCLE K ULMANIS 2,,,diesel,2.134
CIRCLE K IMANTA,,,diesel,2.134
CIRCLE K VENTSPILS,,,diesel,2.134
CIRCLE K PĻAVNIEKI 1,,,diesel,2.134
CIRCLE K JUGLA,,,diesel,2.134
CIRCLE K PURVCIEMS,,,diesel,2.134
CIRCLE K DAUGAVPILS 1,,,diesel,2.134
CIRCLE K VIENĪBAS GATVE,,,diesel,2.134
CIRCLE K MEŽCIEMS,,,diesel,2.134
CIRCLE K JŪRMALA,,,diesel,2.134
CIRCLE K VALMIERA 1,,,diesel,2.134
CIRCLE K VALMIERA 2,,,diesel,2.134
CIRCLE K RĒZEKNE,,,diesel,2.134
CIRCLE K KRASTA 2,,,diesel,2.134
CIRCLE K EKSPORTA,,,diesel,2.134
CIRCLE K ĶENGARAGS,,,diesel,2.134
CIRCLE K DAUGAVPILS 2,,,diesel,2.134
CIRCLE K PĒRNAVAS,,,diesel,2.134
CIRCLE K TEIKA,,,diesel,2.134
CIRCLE K SARKANDAUGAVA,,,diesel,2.134
CIRCLE K KURBADA,,,diesel,2.134
CIRCLE K DEGLAVA,,,diesel,2.134
CIRCLE K MADONA,,,diesel,2.134
CIRCLE K LIEPĀJA 2,,,diesel,2.134
CIRCLE K TUKUMS,,,diesel,2.134
CIRCLE K IĻĢUCIEMS,,,diesel,2.134
CIRCLE K KANDAVA,,,diesel,2.134
CIRCLE K KULDĪGA,,,diesel,2.134
CIRCLE K KALNCIEMS,,,diesel,2.134
CIRCLE K VALDEMĀRA,,,diesel,2.134
CIRCLE K MĪLGRĀVIS,,,diesel,2.134
CIRCLE K BAUSKA,,,diesel,2.134
CIRCLE K TALSI,,,diesel,2.134
CIRCLE K JELGAVA 1,,,diesel,2.134
CIRCLE K JELGAVA 2,,,diesel,2.134
CIRCLE K JELGAVA 3,,,diesel,2.134
CIRCLE K JĒKABPILS,,,diesel,2.134
CIRCLE K OGRE,,,diesel,2.134
CIRCLE K SALACGRĪVA,,,diesel,2.134
CIRCLE K CĒSIS,,,diesel,2.134
CIRCLE K GULBENE,,,diesel,2.134
CIRCLE K ĀDAŽI,,,diesel,2.134
CIRCLE K LIMBAŽI,,,diesel,2.134
CIRCLE K SALDUS,,,diesel,2.134
CIRCLE K SIGULDA,,,diesel,2.134
CIRCLE K SALASPILS,,,diesel,2.134
CIRCLE K KRUSTPILS,,,diesel,2.134
CIRCLE K BOTĀNIKA 2,,,diesel,2.134
CIRCLE K APVEDCEĻŠ,,,diesel,2.134
CIRCLE K MĀRUPE,,,diesel,2.134
CIRCLE K MŪKUSALA,,,diesel,2.134
CIRCLE K LIEPĀJA 3,,,diesel,2.134
CIRCLE K DUNTES,,,diesel,2.134
CIRCLE K DAUGAVA,,,diesel,2.134
CIRCLE K LIDO,,,diesel,2.134
CIRCLE K PĻAVNIEKI 2,,,diesel,2.134
CIRCLE K BERĢI,,,diesel,2.134
CIRCLE K DZELZAVAS,,,diesel,2.134
CIRCLE K VEF,,,diesel,2.134
CIRCLE K BOTĀNIKA,,,diesel,2.134
CIRCLE K BRĪVĪBAS/CĒSU,,,diesel,2.134
CIRCLE K BĒRZKROGS,,,diesel,2.134
CIRCLE K MUITAS,,,diesel,2.134
CIRCLE K GRENCTĀLE,,,diesel,2.134
CIRCLE K JELGAVA 4,,,diesel,2.134
CIRCLE K AUTOMĀTS SIGULDA,,,diesel,2.134
CIRCLE K AUTOMĀTS LATGALES,,,diesel,2.134
CIRCLE K AUTOMĀTS JŪRMALA,,,diesel,2.134
CIRCLE K PURVCIEMS 2,,,diesel,2.134
CIRCLE K AUTOMĀTS APE,,,diesel,2.134
CIRCLE K DOBELE,,,diesel,2.134
CIRCLE K SMILTENE,,,diesel,2.134
CIRCLE K LIELVĀRDE,,,diesel,2.134
CIRCLE K ĶEKAVA,,,diesel,2.134
CIRCLE K SAULKRASTI 1,,,diesel,2.134
CIRCLE K SAULKRASTI 2,,,diesel,2.134
CIRCLE K DREILIŅI,,,diesel,2.134
CIRCLE K DAUGMALE,,,diesel,2.134
CIRCLE K SLOKA,,,diesel,2.134
CIRCLE K KRIMULDA,,,diesel,2.134
CIRCLE K TĪNŪŽI,,,diesel,2.134
CIRCLE K KAĻĶU,,,diesel,2.134
CIRCLE K ULMANIS 1,,,diesel_plus,2.244
CIRCLE K LIEPĀJA 1,,,diesel_plus,2.244
CIRCLE K ZIEPNIEKKALNS,,,diesel_plus,2.244
CIRCLE K ULMANIS 2,,,diesel_plus,2.244
CIRCLE K IMANTA,,,diesel_plus,2.244
CIRCLE K VENTSPILS,,,diesel_plus,2.244
CIRCLE K PĻAVNIEKI 1,,,diesel_plus,2.244
CIRCLE K JUGLA,,,diesel_plus,2.244
CIRCLE K PURVCIEMS,,,diesel_plus,2.244
CIRCLE K DAUGAVPILS 1,,,diesel_plus,2.244
CIRCLE K VIENĪBAS GATVE,,,diesel_plus,2.244
CIRCLE K MEŽCIEMS,,,diesel_plus,2.244
CIRCLE K JŪRMALA,,,diesel_plus,2.244
CIRCLE K VALMIERA 1,,,diesel_plus,2.244
CIRCLE K VALMIERA 2,,,diesel_plus,2.244
CIRCLE K RĒZEKNE,,,diesel_plus,2.244
CIRCLE K KRASTA 2,,,diesel_plus,2.244
CIRCLE K EKSPORTA,,,diesel_plus,2.244
CIRCLE K ĶENGARAGS,,,diesel_plus,2.244
CIRCLE K DAUGAVPILS 2,,,diesel_plus,2.244
CIRCLE K PĒRNAVAS,,,diesel_plus,2.244
CIRCLE K TEIKA,,,diesel_plus,2.244
CIRCLE K SARKANDAUGAVA,,,diesel_plus,2.244
CIRCLE K KURBADA,,,diesel_plus,2.244
CIRCLE K DEGLAVA,,,diesel_plus,2.244
CIRCLE K MADONA,,,diesel_plus,2.244
CIRCLE K LIEPĀJA 2,,,diesel_plus,2.244
CIRCLE K TUKUMS,,,diesel_plus,2.244
CIRCLE K IĻĢUCIEMS,,,diesel_plus,2.244
CIRCLE K KANDAVA,,,diesel_plus,2.244
CIRCLE K KULDĪGA,,,diesel_plus,2.244
CIRCLE K KALNCIEMS,,,diesel_plus,2.244
CIRCLE K VALDEMĀRA,,,diesel_plus,2.244
CIRCLE K MĪLGRĀVIS,,,diesel_plus,2.244
CIRCLE K BAUSKA,,,diesel_plus,2.244
CIRCLE K TALSI,,,diesel_plus,2.244
CIRCLE K JELGAVA 1,,,diesel_plus,2.244
CIRCLE K JELGAVA 2,,,diesel_plus,2.244
CIRCLE K JELGAVA 3,,,diesel_plus,2.244
CIRCLE K JĒKABPILS,,,diesel_plus,2.244
CIRCLE K OGRE,,,diesel_plus,2.244
CIRCLE K SALACGRĪVA,,,diesel_plus,2.244
CIRCLE K CĒSIS,,,diesel_plus,2.244
CIRCLE K GULBENE,,,diesel_plus,2.244
CIRCLE K ĀDAŽI,,,diesel_plus,2.244
CIRCLE K LIMBAŽI,,,diesel_plus,2.244
CIRCLE K SALDUS,,,diesel_plus,2.244
CIRCLE K SIGULDA,,,diesel_plus,2.244
CIRCLE K SALASPILS,,,diesel_plus,2.244
CIRCLE K KRUSTPILS,,,diesel_plus,2.244
CIRCLE K BOTĀNIKA 2,,,diesel_plus,2.244
CIRCLE K APVEDCEĻŠ,,,diesel_plus,2.244
CIRCLE K MĀRUPE,,,diesel_plus,2.244
CIRCLE K MŪKUSALA,,,diesel_plus,2.244
CIRCLE K LIEPĀJA 3,,,diesel_plus,2.244
CIRCLE K DUNTES,,,diesel_plus,2.244
CIRCLE K DAUGAVA,,,diesel_plus,2.244
CIRCLE K LIDO,,,diesel_plus,2.244
CIRCLE K PĻAVNIEKI 2,,,diesel_plus,2.244
CIRCLE K BERĢI,,,diesel_plus,2.244
CIRCLE K DZELZAVAS,,,diesel_plus,2.244
CIRCLE K VEF,,,diesel_plus,2.244
CIRCLE K BOTĀNIKA,,,diesel_plus,2.244
CIRCLE K BRĪVĪBAS/CĒSU,,,diesel_plus,2.244
CIRCLE K BĒRZKROGS,,,diesel_plus,2.244
CIRCLE K MUITAS,,,diesel_plus,2.244
CIRCLE K GRENCTĀLE,,,diesel_plus,2.244
CIRCLE K JELGAVA 4,,,diesel_plus,2.244
CIRCLE K AUTOMĀTS SIGULDA,,,diesel_plus,2.244
CIRCLE K AUTOMĀTS LATGALES,,,diesel_plus,2.244
CIRCLE K AUTOMĀTS JŪRMALA,,,diesel_plus,2.244
CIRCLE K PURVCIEMS 2,,,diesel_plus,2.244
CIRCLE K AUTOMĀTS APE,,,diesel_plus,2.244
CIRCLE K DOBELE,,,diesel_plus,2.244
CIRCLE K SMILTENE,,,diesel_plus,2.244
CIRCLE K LIELVĀRDE,,,diesel_plus,2.244
CIRCLE K ĶEKAVA,,,diesel_plus,2.244
CIRCLE K SAULKRASTI 1,,,diesel_plus,2.244
CIRCLE K SAULKRASTI 2,,,diesel_plus,2.244
CIRCLE K DREILIŅI,,,diesel_plus,2.244
CIRCLE K DAUGMALE,,,diesel_plus,2.244
CIRCLE K SLOKA,,,diesel_plus,2.244
CIRCLE K KRIMULDA,,,diesel_plus,2.244
CIRCLE K TĪNŪŽI,,,diesel_plus,2.244
CIRCLE K KAĻĶU,,,diesel_plus,2.244
CIRCLE K ULMANIS 1,,,diesel_xtl,2.77
CIRCLE K LIEPĀJA 1,,,diesel_xtl,2.77
CIRCLE K ZIEPNIEKKALNS,,,diesel_xtl,2.77
CIRCLE K ULMANIS 2,,,diesel_xtl,2.77
CIRCLE K IMANTA,,,diesel_xtl,2.77
CIRCLE K VENTSPILS,,,diesel_xtl,2.77
CIRCLE K PĻAVNIEKI 1,,,diesel_xtl,2.77
CIRCLE K JUGLA,,,diesel_xtl,2.77
CIRCLE K PURVCIEMS,,,diesel_xtl,2.77
CIRCLE K DAUGAVPILS 1,,,diesel_xtl,2.77
CIRCLE K VIENĪBAS GATVE,,,diesel_xtl,2.77
CIRCLE K MEŽCIEMS,,,diesel_xtl,2.77
CIRCLE K JŪRMALA,,,diesel_xtl,2.77
CIRCLE K VALMIERA 1,,,diesel_xtl,2.77
CIRCLE K VALMIERA 2,,,diesel_xtl,2.77
CIRCLE K RĒZEKNE,,,diesel_xtl,2.77
CIRCLE K KRASTA 2,,,diesel_xtl,2.77
CIRCLE K EKSPORTA,,,diesel_xtl,2.77
CIRCLE K ĶENGARAGS,,,diesel_xtl,2.77
CIRCLE K DAUGAVPILS 2,,,diesel_xtl,2.77
CIRCLE K PĒRNAVAS,,,diesel_xtl,2.77
CIRCLE K TEIKA,,,diesel_xtl,2.77
CIRCLE K SARKANDAUGAVA,,,diesel_xtl,2.77
CIRCLE K KURBADA,,,diesel_xtl,2.77
CIRCLE K DEGLAVA,,,diesel_xtl,2.77
CIRCLE K MADONA,,,diesel_xtl,2.77
CIRCLE K LIEPĀJA 2,,,diesel_xtl,2.77
CIRCLE K TUKUMS,,,diesel_xtl,2.77
CIRCLE K IĻĢUCIEMS,,,diesel_xtl,2.77
CIRCLE K KANDAVA,,,diesel_xtl,2.77
CIRCLE K KULDĪGA,,,diesel_xtl,2.77
CIRCLE K KALNCIEMS,,,diesel_xtl,2.77
CIRCLE K VALDEMĀRA,,,diesel_xtl,2.77
CIRCLE K MĪLGRĀVIS,,,diesel_xtl,2.77
CIRCLE K BAUSKA,,,diesel_xtl,2.77
CIRCLE K TALSI,,,diesel_xtl,2.77
CIRCLE K JELGAVA 1,,,diesel_xtl,2.77
CIRCLE K JELGAVA 2,,,diesel_xtl,2.77
CIRCLE K JELGAVA 3,,,diesel_xtl,2.77
CIRCLE K JĒKABPILS,,,diesel_xtl,2.77
CIRCLE K OGRE,,,diesel_xtl,2.77
CIRCLE K SALACGRĪVA,,,diesel_xtl,2.77
CIRCLE K CĒSIS,,,diesel_xtl,2.77
CIRCLE K GULBENE,,,diesel_xtl,2.77
CIRCLE K ĀDAŽI,,,diesel_xtl,2.77
CIRCLE K LIMBAŽI,,,diesel_xtl,2.77
CIRCLE K SALDUS,,,diesel_xtl,2.77
CIRCLE K SIGULDA,,,diesel_xtl,2.77
CIRCLE K SALASPILS,,,diesel_xtl,2.77
CIRCLE K KRUSTPILS,,,diesel_xtl,2.77
CIRCLE K BOTĀNIKA 2,,,diesel_xtl,2.77
CIRCLE K APVEDCEĻŠ,,,diesel_xtl,2.77
CIRCLE K MĀRUPE,,,diesel_xtl,2.77
CIRCLE K MŪKUSALA,,,diesel_xtl,2.77
CIRCLE K LIEPĀJA 3,,,diesel_xtl,2.77
CIRCLE K DUNTES,,,diesel_xtl,2.77
CIRCLE K DAUGAVA,,,diesel_xtl,2.77
CIRCLE K LIDO,,,diesel_xtl,2.77
CIRCLE K PĻAVNIEKI 2,,,diesel_xtl,2.77
CIRCLE K BERĢI,,,diesel_xtl,2.77
CIRCLE K DZELZAVAS,,,diesel_xtl,2.77
CIRCLE K VEF,,,diesel_xtl,2.77
CIRCLE K BOTĀNIKA,,,diesel_xtl,2.77
CIRCLE K BRĪVĪBAS/CĒSU,,,diesel_xtl,2.77
CIRCLE K BĒRZKROGS,,,diesel_xtl,2.77
CIRCLE K MUITAS,,,diesel_xtl,2.77
CIRCLE K GRENCTĀLE,,,diesel_xtl,2.77
CIRCLE K JELGAVA 4,,,diesel_xtl,2.77
CIRCLE K AUTOMĀTS SIGULDA,,,diesel_xtl,2.77
CIRCLE K AUTOMĀTS LATGALES,,,diesel_xtl,2.77
CIRCLE K AUTOMĀTS JŪRMALA,,,diesel_xtl,2.77
CIRCLE K PURVCIEMS 2,,,diesel_xtl,2.77
CIRCLE K AUTOMĀTS APE,,,diesel_xtl,2.77
CIRCLE K DOBELE,,,diesel_xtl,2.77
CIRCLE K SMILTENE,,,diesel_xtl,2.77
CIRCLE K LIELVĀRDE,,,diesel_xtl,2.77
CIRCLE K ĶEKAVA,,,diesel_xtl,2.77
CIRCLE K SAULKRASTI 1,,,diesel_xtl,2.77
CIRCLE K SAULKRASTI 2,,,diesel_xtl,2.77
CIRCLE K DREILIŅI,,,diesel_xtl,2.77
CIRCLE K DAUGMALE,,,diesel_xtl,2.77
CIRCLE K SLOKA,,,diesel_xtl,2.77
CIRCLE K KRIMULDA,,,diesel_xtl,2.77
CIRCLE K TĪNŪŽI,,,diesel_xtl,2.77
CIRCLE K KAĻĶU,,,diesel_xtl,2.77
CIRCLE K ULMANIS 1,,,autogāze,1.055
CIRCLE K LIEPĀJA 1,,,autogāze,1.055
CIRCLE K ZIEPNIEKKALNS,,,autogāze,1.055
CIRCLE K ULMANIS 2,,,autogāze,1.055
CIRCLE K IMANTA,,,autogāze,1.055
CIRCLE K VENTSPILS,,,autogāze,1.055
CIRCLE K PĻAVNIEKI 1,,,autogāze,1.055
CIRCLE K JUGLA,,,autogāze,1.055
CIRCLE K PURVCIEMS,,,autogāze,1.055
CIRCLE K DAUGAVPILS 1,,,autogāze,1.055
CIRCLE K VIENĪBAS GATVE,,,autogāze,1.055
CIRCLE K MEŽCIEMS,,,autogāze,1.055
CIRCLE K JŪRMALA,,,autogāze,1.055
CIRCLE K VALMIERA 1,,,autogāze,1.055
CIRCLE K VALMIERA 2,,,autogāze,1.055
CIRCLE K RĒZEKNE,,,autogāze,1.055
CIRCLE K KRASTA 2,,,autogāze,1.055
CIRCLE K EKSPORTA,,,autogāze,1.055
CIRCLE K ĶENGARAGS,,,autogāze,1.055
CIRCLE K DAUGAVPILS 2,,,autogāze,1.055
CIRCLE K PĒRNAVAS,,,autogāze,1.055
CIRCLE K TEIKA,,,autogāze,1.055
CIRCLE K SARKANDAUGAVA,,,autogāze,1.055
CIRCLE K KURBADA,,,autogāze,1.055
CIRCLE K DEGLAVA,,,autogāze,1.055
CIRCLE K MADONA,,,autogāze,1.055
CIRCLE K LIEPĀJA 2,,,autogāze,1.055
CIRCLE K TUKUMS,,,autogāze,1.055
CIRCLE K IĻĢUCIEMS,,,autogāze,1.055
CIRCLE K KANDAVA,,,autogāze,1.055
CIRCLE K KULDĪGA,,,autogāze,1.055
CIRCLE K KALNCIEMS,,,autogāze,1.055
CIRCLE K VALDEMĀRA,,,autogāze,1.055
CIRCLE K MĪLGRĀVIS,,,autogāze,1.055
CIRCLE K BAUSKA,,,autogāze,1.055
CIRCLE K TALSI,,,autogāze,1.055
CIRCLE K JELGAVA 1,,,autogāze,1.055
CIRCLE K JELGAVA 2,,,autogāze,1.055
CIRCLE K JELGAVA 3,,,autogāze,1.055
CIRCLE K JĒKABPILS,,,autogāze,1.055
CIRCLE K OGRE,,,autogāze,1.055
CIRCLE K SALACGRĪVA,,,autogāze,1.055
CIRCLE K CĒSIS,,,autogāze,1.055
CIRCLE K GULBENE,,,autogāze,1.055
CIRCLE K ĀDAŽI,,,autogāze,1.055
CIRCLE K LIMBAŽI,,,autogāze,1.055
CIRCLE K SALDUS,,,autogāze,1.055
CIRCLE K SIGULDA,,,autogāze,1.055
CIRCLE K SALASPILS,,,autogāze,1.055
CIRCLE K KRUSTPILS,,,autogāze,1.055
CIRCLE K BOTĀNIKA 2,,,autogāze,1.055
CIRCLE K APVEDCEĻŠ,,,autogāze,1.055
CIRCLE K MĀRUPE,,,autogāze,1.055
CIRCLE K MŪKUSALA,,,autogāze,1.055
CIRCLE K LIEPĀJA 3,,,autogāze,1.055
CIRCLE K DUNTES,,,autogāze,1.055
CIRCLE K DAUGAVA,,,autogāze,1.055
CIRCLE K LIDO,,,autogāze,1.055
CIRCLE K PĻAVNIEKI 2,,,autogāze,1.055
CIRCLE K BERĢI,,,autogāze,1.055
CIRCLE K DZELZAVAS,,,autogāze,1.055
CIRCLE K VEF,,,autogāze,1.055
CIRCLE K BOTĀNIKA,,,autogāze,1.055
CIRCLE K BRĪVĪBAS/CĒSU,,,autogāze,1.055
CIRCLE K BĒRZKROGS,,,autogāze,1.055
CIRCLE K MUITAS,,,autogāze,1.055
CIRCLE K GRENCTĀLE,,,autogāze,1.055
CIRCLE K JELGAVA 4,,,autogāze,1.055
CIRCLE K AUTOMĀTS SIGULDA,,,autogāze,1.055
CIRCLE K AUTOMĀTS LATGALES,,,autogāze,1.055
